Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Refugees,Asylum seekers,Other people in need of international protection,Internally displaced persons,Stateless Persons,Others of concern to UNHCR,Host community
2010,PSE,POL,State of Palestine,Poland,13,5,0,0,0,0,0
2010,PSE,ROU,State of Palestine,Romania,21,9,0,0,0,0,0
2010,PSE,ZAF,State of Palestine,South Africa,5,0,0,0,0,0,0
2010,PSE,RUS,State of Palestine,Russian Federation,18,7,0,0,0,0,0
2010,PSE,SAU,State of Palestine,Saudi Arabia,25,0,0,0,0,0,0
2010,PSE,ESP,State of Palestine,Spain,111,41,0,0,0,0,0
2010,PSE,SRB,State of Palestine,Serbia,0,33,0,0,0,0,0
2010,PSE,SVK,State of Palestine,Slovakia,8,0,0,0,0,0,0
2010,PSE,CHE,State of Palestine,Switzerland,88,117,0,0,0,0,0
2010,PSE,SYR,State of Palestine,Syrian Arab Republic,33,42,0,0,0,0,0
2010,PSE,THA,State of Palestine,Thailand,14,5,0,0,0,0,0
2010,PSE,TUN,State of Palestine,Tunisia,16,0,0,0,0,0,0
2010,PSE,TUR,State of Palestine,Türkiye,64,78,0,0,0,0,0
2010,PSE,ARE,State of Palestine,United Arab Emirates,11,7,0,0,0,0,0
2010,PSE,UKR,State of Palestine,Ukraine,22,92,0,0,0,0,0
2010,PSE,USA,State of Palestine,United States of America,6,0,0,0,0,0,0
2010,PSE,VEN,State of Palestine,Venezuela (Bolivarian Republic of),0,5,0,0,0,0,0
2010,PSE,YEM,State of Palestine,Yemen,621,258,0,0,0,0,0
2011,PSE,ALB,State of Palestine,Albania,5,0,0,0,0,0,0
2011,PSE,DZA,State of Palestine,Algeria,4017,20,0,0,0,0,0
2011,PSE,EGY,State of Palestine,Egypt,70029,20,0,0,0,0,0
2011,PSE,ARM,State of Palestine,Armenia,5,0,0,0,0,0,0
2011,PSE,AUS,State of Palestine,Australia,165,36,0,0,0,0,0
2011,PSE,AZE,State of Palestine,Azerbaijan,5,0,0,0,0,0,0
2011,PSE,BEL,State of Palestine,Belgium,76,13,0,0,0,0,0
2011,PSE,BLR,State of Palestine,Belarus,5,0,0,0,0,0,0
2011,PSE,BRA,State of Palestine,Brazil,117,5,0,0,0,0,0
2011,PSE,BIH,State of Palestine,Bosnia and Herzegovina,5,0,0,0,0,0,0
2011,PSE,CAN,State of Palestine,Canada,636,59,0,0,0,0,0
2011,PSE,CHN,State of Palestine,China,6,0,0,0,0,0,0
2011,PSE,CHL,State of Palestine,Chile,116,0,0,0,0,0,0
2011,PSE,CYP,State of Palestine,Cyprus,1642,636,0,0,0,0,0
2011,PSE,DNK,State of Palestine,Denmark,314,13,0,0,0,0,0
2011,PSE,ECU,State of Palestine,Ecuador,9,0,0,0,0,0,0
2011,PSE,FRA,State of Palestine,France,218,0,0,0,0,0,0
2011,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,242,145,0,0,0,0,0
2011,PSE,GRC,State of Palestine,Greece,10,0,0,0,0,0,0
2011,PSE,HKG,State of Palestine,"China, Hong Kong Special Administrative Region",8,0,0,0,0,0,0
2011,PSE,HUN,State of Palestine,Hungary,119,0,0,0,0,0,0
2011,PSE,IND,State of Palestine,India,74,9,0,0,0,0,0
2011,PSE,IDN,State of Palestine,Indonesia,0,63,0,0,0,0,0
2011,PSE,IRL,State of Palestine,Ireland,127,23,0,0,0,0,0
2011,PSE,IRQ,State of Palestine,Iraq,11549,0,0,0,0,0,0
2011,PSE,ITA,State of Palestine,Italy,402,0,0,0,0,0,0
2011,PSE,JPN,State of Palestine,Japan,0,5,0,0,0,0,0
2011,PSE,KAZ,State of Palestine,Kazakhstan,7,0,0,0,0,0,0
2011,PSE,KWT,State of Palestine,Kuwait,0,15,0,0,0,0,0
2011,PSE,LBY,State of Palestine,Libya,2710,0,0,0,0,0,0
2011,PSE,LBN,State of Palestine,Lebanon,29,0,0,0,0,0,0
2011,PSE,LVA,State of Palestine,Latvia,5,0,0,0,0,0,0
2011,PSE,MDG,State of Palestine,Madagascar,5,0,0,0,0,0,0
2011,PSE,MRT,State of Palestine,Mauritania,10,5,0,0,0,0,0
2011,PSE,MKD,State of Palestine,North Macedonia,0,15,0,0,0,0,0
2011,PSE,MDA,State of Palestine,Republic of Moldova,7,0,0,0,0,0,0
2011,PSE,MEX,State of Palestine,Mexico,5,0,0,0,0,0,0
2011,PSE,MYS,State of Palestine,Malaysia,247,108,0,0,0,0,0
2011,PSE,MAR,State of Palestine,Morocco,33,0,0,0,0,0,0
2011,PSE,MLT,State of Palestine,Malta,24,15,0,0,0,0,0
2011,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),39,20,0,0,0,0,0
2011,PSE,NGA,State of Palestine,Nigeria,7,0,0,0,0,0,0
2011,PSE,NZL,State of Palestine,New Zealand,11,0,0,0,0,0,0
2011,PSE,PAK,State of Palestine,Pakistan,5,0,0,0,0,0,0
2011,PSE,PER,State of Palestine,Peru,18,5,0,0,0,0,0
2011,PSE,PHL,State of Palestine,Philippines,20,8,0,0,0,0,0
2011,PSE,POL,State of Palestine,Poland,13,5,0,0,0,0,0
2011,PSE,ROU,State of Palestine,Romania,15,19,0,0,0,0,0
2011,PSE,ZAF,State of Palestine,South Africa,5,0,0,0,0,0,0
2011,PSE,RUS,State of Palestine,Russian Federation,14,0,0,0,0,0,0
2011,PSE,SAU,State of Palestine,Saudi Arabia,25,0,0,0,0,0,0
2011,PSE,ESP,State of Palestine,Spain,208,0,0,0,0,0,0
2011,PSE,SDN,State of Palestine,Sudan,5,0,0,0,0,0,0
2011,PSE,SVK,State of Palestine,Slovakia,8,0,0,0,0,0,0
2011,PSE,CHE,State of Palestine,Switzerland,100,118,0,0,0,0,0
2011,PSE,SYR,State of Palestine,Syrian Arab Republic,41,16,0,0,0,0,0
2011,PSE,THA,State of Palestine,Thailand,9,8,0,0,0,0,0
2011,PSE,TUN,State of Palestine,Tunisia,37,0,0,0,0,0,0
2011,PSE,TUR,State of Palestine,Türkiye,90,139,0,0,0,0,0
2011,PSE,ARE,State of Palestine,United Arab Emirates,10,7,0,0,0,0,0
2011,PSE,UKR,State of Palestine,Ukraine,35,106,0,0,0,0,0
2011,PSE,USA,State of Palestine,United States of America,7,0,0,0,0,0,0
2011,PSE,VEN,State of Palestine,Venezuela (Bolivarian Republic of),0,5,0,0,0,0,0
2011,PSE,YEM,State of Palestine,Yemen,430,99,0,0,0,0,0
2011,PSE,ZMB,State of Palestine,Zambia,6,0,0,0,0,0,0
2012,PSE,ALB,State of Palestine,Albania,5,0,0,0,0,0,0
2012,PSE,DZA,State of Palestine,Algeria,4020,45,0,0,0,0,0
2012,PSE,EGY,State of Palestine,Egypt,70028,35,0,0,0,0,0
2012,PSE,ARM,State of Palestine,Armenia,5,0,0,0,0,0,0
2012,PSE,AUS,State of Palestine,Australia,179,161,0,0,0,0,0
2012,PSE,AZE,State of Palestine,Azerbaijan,5,5,0,0,0,0,0
2012,PSE,BEL,State of Palestine,Belgium,130,10,0,0,0,0,0
2012,PSE,BLR,State of Palestine,Belarus,5,0,0,0,0,0,0
2012,PSE,BRA,State of Palestine,Brazil,117,10,0,0,0,0,0
2012,PSE,BIH,State of Palestine,Bosnia and Herzegovina,5,0,0,0,0,0,0
2012,PSE,CAN,State of Palestine,Canada,674,53,0,0,0,0,0
2012,PSE,CHN,State of Palestine,China,5,0,0,0,0,0,0
2012,PSE,CHL,State of Palestine,Chile,116,0,0,0,0,0,0
2012,PSE,CYP,State of Palestine,Cyprus,1711,527,0,0,0,0,0
2012,PSE,DNK,State of Palestine,Denmark,269,24,0,0,0,0,0
2012,PSE,ECU,State of Palestine,Ecuador,9,0,0,0,0,0,0
2012,PSE,FRA,State of Palestine,France,252,0,0,0,0,0,0
2012,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,282,173,0,0,0,0,0
2012,PSE,GRC,State of Palestine,Greece,6,0,0,0,0,0,0
2012,PSE,HKG,State of Palestine,"China, Hong Kong Special Administrative Region",8,0,0,0,0,0,0
2012,PSE,HUN,State of Palestine,Hungary,117,0,0,0,0,0,0
2012,PSE,IND,State of Palestine,India,60,8,0,0,0,0,0
2012,PSE,IDN,State of Palestine,Indonesia,8,210,0,0,0,0,0
2012,PSE,IRL,State of Palestine,Ireland,119,29,0,0,0,0,0
2012,PSE,IRQ,State of Palestine,Iraq,11467,0,0,0,0,0,0
2012,PSE,ITA,State of Palestine,Italy,434,80,0,0,0,0,0
2012,PSE,JPN,State of Palestine,Japan,0,5,0,0,0,0,0
2012,PSE,KWT,State of Palestine,Kuwait,6,0,0,0,0,0,0
2012,PSE,LBY,State of Palestine,Libya,3138,0,0,0,0,0,0
2012,PSE,LBN,State of Palestine,Lebanon,97,0,0,0,0,0,0
2012,PSE,LVA,State of Palestine,Latvia,5,5,0,0,0,0,0
2012,PSE,MDG,State of Palestine,Madagascar,5,0,0,0,0,0,0
2012,PSE,MRT,State of Palestine,Mauritania,13,5,0,0,0,0,0
2012,PSE,MKD,State of Palestine,North Macedonia,0,19,0,0,0,0,0
2012,PSE,MDA,State of Palestine,Republic of Moldova,7,0,0,0,0,0,0
2012,PSE,MEX,State of Palestine,Mexico,5,0,0,0,0,0,0
2012,PSE,MYS,State of Palestine,Malaysia,235,146,0,0,0,0,0
2012,PSE,MAR,State of Palestine,Morocco,31,23,0,0,0,0,0
2012,PSE,MLT,State of Palestine,Malta,22,5,0,0,0,0,0
2012,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),55,20,0,0,0,0,0
2012,PSE,NGA,State of Palestine,Nigeria,7,0,0,0,0,0,0
2012,PSE,NZL,State of Palestine,New Zealand,13,0,0,0,0,0,0
2012,PSE,PER,State of Palestine,Peru,20,5,0,0,0,0,0
2012,PSE,PHL,State of Palestine,Philippines,20,7,0,0,0,0,0
2012,PSE,POL,State of Palestine,Poland,11,5,0,0,0,0,0
2012,PSE,PRT,State of Palestine,Portugal,5,0,0,0,0,0,0
2012,PSE,ROU,State of Palestine,Romania,30,0,0,0,0,0,0
2012,PSE,ZAF,State of Palestine,South Africa,5,5,0,0,0,0,0
2012,PSE,RUS,State of Palestine,Russian Federation,8,0,0,0,0,0,0
2012,PSE,SAU,State of Palestine,Saudi Arabia,22,0,0,0,0,0,0
2012,PSE,ESP,State of Palestine,Spain,298,65,0,0,0,0,0
2012,PSE,SRB,State of Palestine,Serbia,0,5,0,0,0,0,0
2012,PSE,SDN,State of Palestine,Sudan,5,0,0,0,0,0,0
2012,PSE,SVK,State of Palestine,Slovakia,8,0,0,0,0,0,0
2012,PSE,CHE,State of Palestine,Switzerland,109,148,0,0,0,0,0
2012,PSE,SYR,State of Palestine,Syrian Arab Republic,48,16,0,0,0,0,0
2012,PSE,THA,State of Palestine,Thailand,20,66,0,0,0,0,0
2012,PSE,TUN,State of Palestine,Tunisia,37,0,0,0,0,0,0
2012,PSE,TUR,State of Palestine,Türkiye,146,275,0,0,0,0,0
2012,PSE,UKR,State of Palestine,Ukraine,35,129,0,0,0,0,0
2012,PSE,USA,State of Palestine,United States of America,8,0,0,0,0,0,0
2012,PSE,VEN,State of Palestine,Venezuela (Bolivarian Republic of),0,5,0,0,0,0,0
2012,PSE,YEM,State of Palestine,Yemen,401,94,0,0,0,0,0
2012,PSE,ZMB,State of Palestine,Zambia,5,0,0,0,0,0,0
2013,PSE,ALB,State of Palestine,Albania,5,0,0,0,0,0,0
2013,PSE,DZA,State of Palestine,Algeria,4017,176,0,0,0,0,0
2013,PSE,EGY,State of Palestine,Egypt,70026,31,0,0,0,0,0
2013,PSE,ARM,State of Palestine,Armenia,5,0,0,0,0,0,0
2013,PSE,AUS,State of Palestine,Australia,238,84,0,0,0,0,0
2013,PSE,AZE,State of Palestine,Azerbaijan,8,0,0,0,0,0,0
2013,PSE,BEL,State of Palestine,Belgium,125,6,0,0,0,0,0
2013,PSE,BLR,State of Palestine,Belarus,5,0,0,0,0,0,0
2013,PSE,BRA,State of Palestine,Brazil,212,13,0,0,0,0,0
2013,PSE,BIH,State of Palestine,Bosnia and Herzegovina,5,0,0,0,0,0,0
2013,PSE,CAN,State of Palestine,Canada,682,53,0,0,0,0,0
2013,PSE,CHN,State of Palestine,China,5,5,0,0,0,0,0
2013,PSE,CHL,State of Palestine,Chile,119,0,0,0,0,0,0
2013,PSE,CYP,State of Palestine,Cyprus,1723,102,0,0,0,0,0
2013,PSE,DNK,State of Palestine,Denmark,199,31,0,0,0,0,0
2013,PSE,ECU,State of Palestine,Ecuador,9,0,0,0,0,0,0
2013,PSE,FRA,State of Palestine,France,314,43,0,0,0,0,0
2013,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,322,161,0,0,0,0,0
2013,PSE,DEU,State of Palestine,Germany,32,243,0,0,0,0,0
2013,PSE,GRC,State of Palestine,Greece,19,251,0,0,0,0,0
2013,PSE,HKG,State of Palestine,"China, Hong Kong Special Administrative Region",9,0,0,0,0,0,0
2013,PSE,HRV,State of Palestine,Croatia,0,6,0,0,0,0,0
2013,PSE,HUN,State of Palestine,Hungary,48,77,0,0,0,0,0
2013,PSE,CIV,State of Palestine,Côte d'Ivoire,0,5,0,0,0,0,0
2013,PSE,IND,State of Palestine,India,68,7,0,0,0,0,0
2013,PSE,IDN,State of Palestine,Indonesia,159,173,0,0,0,0,0
2013,PSE,IRL,State of Palestine,Ireland,82,16,0,0,0,0,0
2013,PSE,IRQ,State of Palestine,Iraq,9992,60,0,0,0,0,0
2013,PSE,ITA,State of Palestine,Italy,501,106,0,0,0,0,0
2013,PSE,KOR,State of Palestine,Republic of Korea,0,5,0,0,0,0,0
2013,PSE,KWT,State of Palestine,Kuwait,6,0,0,0,0,0,0
2013,PSE,LBR,State of Palestine,Liberia,5,0,0,0,0,0,0
2013,PSE,LBY,State of Palestine,Libya,4815,0,0,0,0,0,0
